,optimizer,base_neurons,layers,activation,loss,metric,eval_metric,Метрика R2
865,adam,80,4,relu,MAE,MAE,2.3400449752807617,0.8073510382319287
866,adam,80,4,relu,MAE,MSE,12.74929428100586,0.8179378224344502
867,adam,80,4,relu,MSE,MeanAbsolutePercentageError,11.446563720703125,0.8239584881203514
868,adam,80,4,relu,MSE,MAE,2.3276000022888184,0.7950542811677542
869,adam,80,4,relu,MSE,MSE,13.211030006408691,0.8113441454398955
870,adam,80,4,relu,Huber,MeanAbsolutePercentageError,10.76701545715332,0.8261042712394391
871,adam,80,4,relu,Huber,MAE,2.342857599258423,0.8171752423696106
872,adam,80,4,relu,Huber,MSE,14.686884880065918,0.7902686688565608
873,adam,80,4,relu,LogCosh,MeanAbsolutePercentageError,11.317825317382812,0.8296583832773083
874,adam,80,4,relu,LogCosh,MAE,2.2650818824768066,0.8303357430894335
875,adam,80,4,relu,LogCosh,MSE,12.111014366149902,0.8270525610110436
876,adam,80,4,tanh,MAE,MeanAbsolutePercentageError,11.744969367980957,0.7145225391658607
877,adam,80,4,tanh,MAE,MAE,2.350656032562256,0.742039096964415
878,adam,80,4,tanh,MAE,MSE,17.413135528564453,0.7513373189125756
879,adam,80,4,tanh,MSE,MeanAbsolutePercentageError,12.930109024047852,0.7781508169346568
880,adam,80,4,tanh,MSE,MAE,2.445676803588867,0.7652275758168243
881,adam,80,4,tanh,MSE,MSE,16.973133087158203,0.757620662881809
882,adam,80,4,tanh,Huber,MeanAbsolutePercentageError,12.308794975280762,0.7322045132160278
883,adam,80,4,tanh,Huber,MAE,2.6014485359191895,0.735711048525961
884,adam,80,4,tanh,Huber,MSE,19.251514434814453,0.7250849635860253
885,adam,80,4,tanh,LogCosh,MeanAbsolutePercentageError,11.596726417541504,0.7460253836537544
886,adam,80,4,tanh,LogCosh,MAE,2.418278455734253,0.7570097224865199
887,adam,80,4,tanh,LogCosh,MSE,15.88434886932373,0.7731686822308419
888,adam,80,4,sigmoid,MAE,MeanAbsolutePercentageError,17.19991111755371,0.3971429045239955
889,adam,80,4,sigmoid,MAE,MAE,3.738407611846924,0.4002544522565086
890,adam,80,4,sigmoid,MAE,MSE,42.701473236083984,0.39021541468186915
891,adam,80,4,sigmoid,MSE,MeanAbsolutePercentageError,21.370662689208984,0.39206700908601877
892,adam,80,4,sigmoid,MSE,MAE,5.270969390869141,0.30944937093246094
893,adam,80,4,sigmoid,MSE,MSE,43.82370376586914,0.37418978339988007
894,adam,80,4,sigmoid,Huber,MeanAbsolutePercentageError,17.013507843017578,0.39350000556438003
895,adam,80,4,sigmoid,Huber,MAE,3.805729389190674,0.4092594190532256
896,adam,80,4,sigmoid,Huber,MSE,39.78854751586914,0.43181253473550374
897,adam,80,4,sigmoid,LogCosh,MeanAbsolutePercentageError,16.332447052001953,0.4010996765736612
898,adam,80,4,sigmoid,LogCosh,MAE,3.549335241317749,0.4386756970933332
899,adam,80,4,sigmoid,LogCosh,MSE,39.76560592651367,0.4321401654147641
900,adam,80,5,linear,MAE,MeanAbsolutePercentageError,17.413349151611328,0.6037722737556098
901,adam,80,5,linear,MAE,MAE,3.2351672649383545,0.575144608884115
902,adam,80,5,linear,MAE,MSE,39.882484436035156,0.43047106143407454
903,adam,80,5,linear,MSE,MeanAbsolutePercentageError,18.91805076599121,0.6299872845388292
904,adam,80,5,linear,MSE,MAE,4.27593469619751,0.5691263838956087
905,adam,80,5,linear,MSE,MSE,25.843652725219727,0.6309480945177136
906,adam,80,5,linear,Huber,MeanAbsolutePercentageError,16.865707397460938,0.6147701070566758
907,adam,80,5,linear,Huber,MAE,3.3100411891937256,0.6099291962778195
908,adam,80,5,linear,Huber,MSE,35.61012649536133,0.4914811368135188
909,adam,80,5,linear,LogCosh,MeanAbsolutePercentageError,17.346790313720703,0.6209434875682363
910,adam,80,5,linear,LogCosh,MAE,3.0584025382995605,0.6184083572791645
911,adam,80,5,linear,LogCosh,MSE,28.373929977416992,0.5948152592048844
912,adam,80,5,elu,MAE,MeanAbsolutePercentageError,9.945262908935547,0.795860307195326
913,adam,80,5,elu,MAE,MAE,2.1800968647003174,0.825697717181455
914,adam,80,5,elu,MAE,MSE,16.971153259277344,0.757648956125796
915,adam,80,5,elu,MSE,MeanAbsolutePercentageError,10.928826332092285,0.82779148883389
916,adam,80,5,elu,MSE,MAE,2.2475998401641846,0.80195515257379
917,adam,80,5,elu,MSE,MSE,13.861937522888184,0.8020490495985952
918,adam,80,5,elu,Huber,MeanAbsolutePercentageError,12.662394523620605,0.8184646264572838
919,adam,80,5,elu,Huber,MAE,2.237947463989258,0.8210280094369159
920,adam,80,5,elu,Huber,MSE,13.93481159210205,0.8010084514635147
921,adam,80,5,elu,LogCosh,MeanAbsolutePercentageError,11.092164993286133,0.8111457962706585
922,adam,80,5,elu,LogCosh,MAE,2.124356508255005,0.8192614823641384
923,adam,80,5,elu,LogCosh,MSE,14.403138160705566,0.794320674423324
924,adam,80,5,relu,MAE,MeanAbsolutePercentageError,11.132079124450684,0.821896821955493
925,adam,80,5,relu,MAE,MAE,2.5230612754821777,0.771571097927302
926,adam,80,5,relu,MAE,MSE,14.222389221191406,0.7969018161991426
927,adam,80,5,relu,MSE,MeanAbsolutePercentageError,11.431302070617676,0.8163367231299612
928,adam,80,5,relu,MSE,MAE,2.5125317573547363,0.7892617557647024
929,adam,80,5,relu,MSE,MSE,11.645995140075684,0.8336931423654806
930,adam,80,5,relu,Huber,MeanAbsolutePercentageError,11.295198440551758,0.8236388936620598
931,adam,80,5,relu,Huber,MAE,2.1023781299591064,0.8302973855626017
932,adam,80,5,relu,Huber,MSE,12.428116798400879,0.8225243116432256
933,adam,80,5,relu,LogCosh,MeanAbsolutePercentageError,11.730603218078613,0.8277951705434236
934,adam,80,5,relu,LogCosh,MAE,2.1926164627075195,0.8398898263310026
935,adam,80,5,relu,LogCosh,MSE,13.700942993164062,0.8043481079071608
936,adam,80,5,tanh,MAE,MeanAbsolutePercentageError,11.541313171386719,0.7226991018542035
937,adam,80,5,tanh,MAE,MAE,2.5305721759796143,0.7309030700878794
938,adam,80,5,tanh,MAE,MSE,19.51850128173828,0.7212723456811709
939,adam,80,5,tanh,MSE,MeanAbsolutePercentageError,11.576602935791016,0.743743336341761
940,adam,80,5,tanh,MSE,MAE,2.440094232559204,0.7624496137371711
941,adam,80,5,tanh,MSE,MSE,17.597980499267578,0.7486976898928998
942,adam,80,5,tanh,Huber,MeanAbsolutePercentageError,11.1239595413208,0.7273600797299177
943,adam,80,5,tanh,Huber,MAE,2.4391396045684814,0.7315897230853103
944,adam,80,5,tanh,Huber,MSE,18.20792579650879,0.7399876123314766
945,adam,80,5,tanh,LogCosh,MeanAbsolutePercentageError,11.877008438110352,0.7474799868437916
946,adam,80,5,tanh,LogCosh,MAE,2.5378599166870117,0.737364537672593
947,adam,80,5,tanh,LogCosh,MSE,18.852319717407227,0.730785501316413
948,adam,80,5,sigmoid,MAE,MeanAbsolutePercentageError,34.77083206176758,-0.0005980676379742089
949,adam,80,5,sigmoid,MAE,MAE,5.977084159851074,-0.0033378612144234765
950,adam,80,5,sigmoid,MAE,MSE,70.132080078125,-0.0014985601678769722
951,adam,80,5,sigmoid,MSE,MeanAbsolutePercentageError,37.847511291503906,-0.02955689016191787
952,adam,80,5,sigmoid,MSE,MAE,6.3371052742004395,-0.048378988999993044
953,adam,80,5,sigmoid,MSE,MSE,71.84857940673828,-0.02601049450656978
954,adam,80,5,sigmoid,Huber,MeanAbsolutePercentageError,22.020263671875,0.23089094948399325
955,adam,80,5,sigmoid,Huber,MAE,5.888568878173828,0.0004020176071645176
956,adam,80,5,sigmoid,Huber,MSE,70.22896575927734,-0.0028820440559065297
957,adam,80,5,sigmoid,LogCosh,MeanAbsolutePercentageError,35.02492141723633,-0.0013674857091132697
958,adam,80,5,sigmoid,LogCosh,MAE,5.913158416748047,9.890534596845857e-05
959,adam,80,5,sigmoid,LogCosh,MSE,70.11871337890625,-0.001307538139626363
960,adam,80,6,linear,MAE,MeanAbsolutePercentageError,18.887495040893555,0.544320395650032
961,adam,80,6,linear,MAE,MAE,3.399273633956909,0.5581151241035972
962,adam,80,6,linear,MAE,MSE,29.18117904663086,0.5832875940935747
963,adam,80,6,linear,MSE,MeanAbsolutePercentageError,28.613571166992188,0.3312301592643997
964,adam,80,6,linear,MSE,MAE,3.707335948944092,0.548504510062457
965,adam,80,6,linear,MSE,MSE,24.222049713134766,0.6541048850024492
966,adam,80,6,linear,Huber,MeanAbsolutePercentageError,18.648412704467773,0.5911478485191943
967,adam,80,6,linear,Huber,MAE,3.9030632972717285,0.5616601090433697
968,adam,80,6,linear,Huber,MSE,27.375896453857422,0.6090674144281958
969,adam,80,6,linear,LogCosh,MeanAbsolutePercentageError,18.336261749267578,0.5773757599111097
970,adam,80,6,linear,LogCosh,MAE,3.294957399368286,0.5724267230756349
971,adam,80,6,linear,LogCosh,MSE,29.16046905517578,0.5835833437000386
972,adam,80,6,elu,MAE,MeanAbsolutePercentageError,10.181309700012207,0.7952768233258846
973,adam,80,6,elu,MAE,MAE,2.1926167011260986,0.7945733153920556
974,adam,80,6,elu,MAE,MSE,14.109203338623047,0.7985180929111144
975,adam,80,6,elu,MSE,MeanAbsolutePercentageError,12.373616218566895,0.8130653871823785
976,adam,80,6,elu,MSE,MAE,2.2812387943267822,0.8134689311405335
977,adam,80,6,elu,MSE,MSE,13.338397979736328,0.8095253186962557
978,adam,80,6,elu,Huber,MeanAbsolutePercentageError,10.91540241241455,0.7939830169837604
979,adam,80,6,elu,Huber,MAE,2.0793614387512207,0.8277688837406777
980,adam,80,6,elu,Huber,MSE,12.800931930541992,0.8172004160237297
981,adam,80,6,elu,LogCosh,MeanAbsolutePercentageError,12.227442741394043,0.8262406154285156
982,adam,80,6,elu,LogCosh,MAE,2.0391061305999756,0.822637897018203
983,adam,80,6,elu,LogCosh,MSE,11.611227035522461,0.8341896073400126
984,adam,80,6,relu,MAE,MeanAbsolutePercentageError,11.723896026611328,0.7804272269098133
985,adam,80,6,relu,MAE,MAE,2.318892478942871,0.8220082837274425
986,adam,80,6,relu,MAE,MSE,15.1013822555542,0.784349562770345
987,adam,80,6,relu,MSE,MeanAbsolutePercentageError,12.094124794006348,0.7863527380675662
988,adam,80,6,relu,MSE,MAE,2.184004545211792,0.8300392494046427
989,adam,80,6,relu,MSE,MSE,12.833802223205566,0.8167310345166924
990,adam,80,6,relu,Huber,MeanAbsolutePercentageError,10.459104537963867,0.812195488746713
991,adam,80,6,relu,Huber,MAE,2.1587021350860596,0.8383275993956496
992,adam,80,6,relu,Huber,MSE,11.630929946899414,0.8339082574886267
993,adam,80,6,relu,LogCosh,MeanAbsolutePercentageError,11.5574951171875,0.8219579145515281
994,adam,80,6,relu,LogCosh,MAE,2.5320780277252197,0.7930940660998337
995,adam,80,6,relu,LogCosh,MSE,12.379206657409668,0.8232227143025013
996,adam,80,6,tanh,MAE,MeanAbsolutePercentageError,12.706108093261719,0.7081908535221207
997,adam,80,6,tanh,MAE,MAE,2.6775217056274414,0.7048126035553001
998,adam,80,6,tanh,MAE,MSE,21.79537010192871,0.6887582746732391
999,adam,80,6,tanh,MSE,MeanAbsolutePercentageError,11.611534118652344,0.7799467041724784
1000,adam,80,6,tanh,MSE,MAE,2.610741138458252,0.7532362606025987
1001,adam,80,6,tanh,MSE,MSE,18.326868057250977,0.7382890692754183
1002,adam,80,6,tanh,Huber,MeanAbsolutePercentageError,12.249178886413574,0.679360145240383
1003,adam,80,6,tanh,Huber,MAE,2.6573538780212402,0.7085820198874025
1004,adam,80,6,tanh,Huber,MSE,20.714317321777344,0.7041959146284016
1005,adam,80,6,tanh,LogCosh,MeanAbsolutePercentageError,12.605958938598633,0.7347290366069796
1006,adam,80,6,tanh,LogCosh,MAE,2.505119800567627,0.7440454546515147
1007,adam,80,6,tanh,LogCosh,MSE,19.109825134277344,0.7271083319901332
1008,adam,80,6,sigmoid,MAE,MeanAbsolutePercentageError,34.39810562133789,-0.00036693756991290627
1009,adam,80,6,sigmoid,MAE,MAE,5.947526931762695,-0.00206172176767061
1010,adam,80,6,sigmoid,MAE,MSE,70.11426544189453,-0.0012441461233543283
1011,adam,80,6,sigmoid,MSE,MeanAbsolutePercentageError,37.43982696533203,-0.024225174919334513
1012,adam,80,6,sigmoid,MSE,MAE,6.135814189910889,-0.020048824959283396
1013,adam,80,6,sigmoid,MSE,MSE,70.96414947509766,-0.013380597343070066
1014,adam,80,6,sigmoid,Huber,MeanAbsolutePercentageError,33.67321014404297,-0.00024395730282877892
1015,adam,80,6,sigmoid,Huber,MAE,5.887205123901367,-8.336351184334845e-05
1016,adam,80,6,sigmoid,Huber,MSE,70.06039428710938,-0.0004748359680410985
1017,adam,80,6,sigmoid,LogCosh,MeanAbsolutePercentageError,34.61368179321289,-0.000878524027555061
1018,adam,80,6,sigmoid,LogCosh,MAE,5.944393634796143,-0.0019063018851801505
1019,adam,80,6,sigmoid,LogCosh,MSE,70.0398941040039,-0.00018206937758069586
1020,adam,80,7,linear,MAE,MeanAbsolutePercentageError,17.866025924682617,0.5765065160452181
1021,adam,80,7,linear,MAE,MAE,3.5228943824768066,0.5377817798798866
1022,adam,80,7,linear,MAE,MSE,35.02885818481445,0.49978175768723576
1023,adam,80,7,linear,MSE,MeanAbsolutePercentageError,17.350982666015625,0.6482494389084845
1024,adam,80,7,linear,MSE,MAE,3.5594053268432617,0.5609694746771755
1025,adam,80,7,linear,MSE,MSE,29.931310653686523,0.5725755698181441
1026,adam,80,7,linear,Huber,MeanAbsolutePercentageError,18.855749130249023,0.577523528199033
1027,adam,80,7,linear,Huber,MAE,3.65761661529541,0.5088084592414117
1028,adam,80,7,linear,Huber,MSE,34.45866012573242,0.5079242648125091
1029,adam,80,7,linear,LogCosh,MeanAbsolutePercentageError,18.578927993774414,0.5177615731664942
1030,adam,80,7,linear,LogCosh,MAE,3.4418141841888428,0.513542491702465
1031,adam,80,7,linear,LogCosh,MSE,26.613065719604492,0.6199607355129421
1032,adam,80,7,elu,MAE,MeanAbsolutePercentageError,13.368453025817871,0.7956218499188593
1033,adam,80,7,elu,MAE,MAE,2.541440963745117,0.7833330556474208
1034,adam,80,7,elu,MAE,MSE,15.408431053161621,0.7799648806741641
1035,adam,80,7,elu,MSE,MeanAbsolutePercentageError,11.291759490966797,0.8165379938971346
1036,adam,80,7,elu,MSE,MAE,2.402331829071045,0.8169841746239109
1037,adam,80,7,elu,MSE,MSE,12.743078231811523,0.8180265566099476
1038,adam,80,7,elu,Huber,MeanAbsolutePercentageError,11.947091102600098,0.7922321397082156
1039,adam,80,7,elu,Huber,MAE,2.1031601428985596,0.82463861767586
1040,adam,80,7,elu,Huber,MSE,14.407787322998047,0.7942542544357436
1041,adam,80,7,elu,LogCosh,MeanAbsolutePercentageError,10.593817710876465,0.8094306455885527
1042,adam,80,7,elu,LogCosh,MAE,2.06684947013855,0.8340474255774452
1043,adam,80,7,elu,LogCosh,MSE,17.466798782348633,0.7505710446974173
1044,adam,80,7,relu,MAE,MeanAbsolutePercentageError,11.38577938079834,0.8137823833671476
1045,adam,80,7,relu,MAE,MAE,2.211199998855591,0.8222593439989778
1046,adam,80,7,relu,MAE,MSE,12.387250900268555,0.8231078579384365
1047,adam,80,7,relu,MSE,MeanAbsolutePercentageError,10.946220397949219,0.8082771575858338
1048,adam,80,7,relu,MSE,MAE,3.0810487270355225,0.7459511370848364
1049,adam,80,7,relu,MSE,MSE,12.547301292419434,0.8208223273057154
1050,adam,80,7,relu,Huber,MeanAbsolutePercentageError,12.223806381225586,0.8206173328097912
1051,adam,80,7,relu,Huber,MAE,2.643519639968872,0.7949730396053536
1052,adam,80,7,relu,Huber,MSE,12.405052185058594,0.8228536003257855
1053,adam,80,7,relu,LogCosh,MeanAbsolutePercentageError,12.234861373901367,0.7990419194047642
1054,adam,80,7,relu,LogCosh,MAE,2.1935501098632812,0.8235901956089926
1055,adam,80,7,relu,LogCosh,MSE,12.30668830871582,0.8242583437370579
1056,adam,80,7,tanh,MAE,MeanAbsolutePercentageError,13.013501167297363,0.6741266323342499
1057,adam,80,7,tanh,MAE,MAE,3.0751891136169434,0.6439797122576325
1058,adam,80,7,tanh,MAE,MSE,23.461448669433594,0.6649663638362766
1059,adam,80,7,tanh,MSE,MeanAbsolutePercentageError,12.899115562438965,0.7177505156784628
1060,adam,80,7,tanh,MSE,MAE,2.6747570037841797,0.731644156270636
1061,adam,80,7,tanh,MSE,MSE,18.412494659423828,0.7370663250523766
1062,adam,80,7,tanh,Huber,MeanAbsolutePercentageError,12.379801750183105,0.7008425445254325
1063,adam,80,7,tanh,Huber,MAE,2.5618057250976562,0.6986863998548672
1064,adam,80,7,tanh,Huber,MSE,22.097990036010742,0.6844367074307255
1065,adam,80,7,tanh,LogCosh,MeanAbsolutePercentageError,11.973365783691406,0.7017878029991114
1066,adam,80,7,tanh,LogCosh,MAE,2.5918452739715576,0.6975946589484797
1067,adam,80,7,tanh,LogCosh,MSE,23.281661987304688,0.6675338031825795
1068,adam,80,7,sigmoid,MAE,MeanAbsolutePercentageError,35.14411544799805,-0.0029425232227866527
1069,adam,80,7,sigmoid,MAE,MAE,5.92404317855835,-0.0010312246207617726
1070,adam,80,7,sigmoid,MAE,MSE,70.02826690673828,-1.607883463439208e-05
1071,adam,80,7,sigmoid,MSE,MeanAbsolutePercentageError,35.61946487426758,-0.005725851102215351
1072,adam,80,7,sigmoid,MSE,MAE,6.067126274108887,-0.011688269922603745
1073,adam,80,7,sigmoid,MSE,MSE,71.32687377929688,-0.018560336022875434
1074,adam,80,7,sigmoid,Huber,MeanAbsolutePercentageError,34.529048919677734,-0.0006617506187969191
1075,adam,80,7,sigmoid,Huber,MAE,5.868371963500977,-7.922907538704393e-06
1076,adam,80,7,sigmoid,Huber,MSE,70.0575180053711,-0.00043379382360808627
1077,adam,80,7,sigmoid,LogCosh,MeanAbsolutePercentageError,34.7269172668457,-0.0012345675738028028
1078,adam,80,7,sigmoid,LogCosh,MAE,5.873432159423828,-1.2831798668067051e-07
1079,adam,80,7,sigmoid,LogCosh,MSE,70.11051940917969,-0.0011905388134827444
1080,adam,128,2,linear,MAE,MeanAbsolutePercentageError,15.779698371887207,0.6184527096313788
1081,adam,128,2,linear,MAE,MAE,3.1875534057617188,0.6012823364690936
1082,adam,128,2,linear,MAE,MSE,32.13508605957031,0.5411052929584819
1083,adam,128,2,linear,MSE,MeanAbsolutePercentageError,17.748228073120117,0.6538710553701876
1084,adam,128,2,linear,MSE,MAE,3.294379234313965,0.6574358269921878
1085,adam,128,2,linear,MSE,MSE,24.292831420898438,0.6530939905337785
1086,adam,128,2,linear,Huber,MeanAbsolutePercentageError,19.203330993652344,0.53804058221733
1087,adam,128,2,linear,Huber,MAE,3.534296989440918,0.5156588099623935
1088,adam,128,2,linear,Huber,MSE,29.998376846313477,0.5716178712607491
1089,adam,128,2,linear,LogCosh,MeanAbsolutePercentageError,18.52785301208496,0.5468079462099833
1090,adam,128,2,linear,LogCosh,MAE,3.3668229579925537,0.5414220302334856
1091,adam,128,2,linear,LogCosh,MSE,30.957721710205078,0.557918287061896
1092,adam,128,2,elu,MAE,MeanAbsolutePercentageError,13.841560363769531,0.7134904871376675
1093,adam,128,2,elu,MAE,MAE,2.7654201984405518,0.7161995374936796
1094,adam,128,2,elu,MAE,MSE,20.43528938293457,0.7081804757528325
1095,adam,128,2,elu,MSE,MeanAbsolutePercentageError,16.269773483276367,0.7149254640025011
1096,adam,128,2,elu,MSE,MAE,3.1599299907684326,0.695194845653149
1097,adam,128,2,elu,MSE,MSE,20.978723526000977,0.7004201575205244
1098,adam,128,2,elu,Huber,MeanAbsolutePercentageError,13.439301490783691,0.7351371495875081
1099,adam,128,2,elu,Huber,MAE,2.762200355529785,0.7269695329747213
1100,adam,128,2,elu,Huber,MSE,18.857919692993164,0.7307055588758316
1101,adam,128,2,elu,LogCosh,MeanAbsolutePercentageError,13.673752784729004,0.7303871963097832
1102,adam,128,2,elu,LogCosh,MAE,2.7733523845672607,0.7077074220633695
1103,adam,128,2,elu,LogCosh,MSE,18.256858825683594,0.7392888159112119
1104,adam,128,2,relu,MAE,MeanAbsolutePercentageError,12.880517959594727,0.7590763131882847
1105,adam,128,2,relu,MAE,MAE,2.6429598331451416,0.7478247890081773
1106,adam,128,2,relu,MAE,MSE,19.37667465209961,0.7232976255741432
1107,adam,128,2,relu,MSE,MeanAbsolutePercentageError,15.5439453125,0.7042758353730045
1108,adam,128,2,relu,MSE,MAE,2.979299545288086,0.704219645997296
1109,adam,128,2,relu,MSE,MSE,20.004947662353516,0.7143257914458017
1110,adam,128,2,relu,Huber,MeanAbsolutePercentageError,12.62729263305664,0.753515792641721
1111,adam,128,2,relu,Huber,MAE,2.46897029876709,0.7731491919317524
1112,adam,128,2,relu,Huber,MSE,17.6461238861084,0.7480102480083285
1113,adam,128,2,relu,LogCosh,MeanAbsolutePercentageError,13.3111572265625,0.7186515287622426
1114,adam,128,2,relu,LogCosh,MAE,2.5415637493133545,0.7596292363175509
1115,adam,128,2,relu,LogCosh,MSE,18.17547035217285,0.7404511047096667
1116,adam,128,2,tanh,MAE,MeanAbsolutePercentageError,14.371910095214844,0.6321285210636685
1117,adam,128,2,tanh,MAE,MAE,3.109485626220703,0.6117439523369377
1118,adam,128,2,tanh,MAE,MSE,28.525705337524414,0.5926478771789792
1119,adam,128,2,tanh,MSE,MeanAbsolutePercentageError,15.937561988830566,0.6856351572672295
1120,adam,128,2,tanh,MSE,MAE,3.256133794784546,0.6765926467395551
1121,adam,128,2,tanh,MSE,MSE,21.39173698425293,0.6945222054268505
1122,adam,128,2,tanh,Huber,MeanAbsolutePercentageError,15.65097713470459,0.6099132269531417
1123,adam,128,2,tanh,Huber,MAE,3.1007916927337646,0.6200788260041923
1124,adam,128,2,tanh,Huber,MSE,26.140859603881836,0.6267038857172158
1125,adam,128,2,tanh,LogCosh,MeanAbsolutePercentageError,14.8900146484375,0.6126208755470768
1126,adam,128,2,tanh,LogCosh,MAE,3.08430814743042,0.6190294868486586
1127,adam,128,2,tanh,LogCosh,MSE,26.704965591430664,0.618648405642579
1128,adam,128,2,sigmoid,MAE,MeanAbsolutePercentageError,15.395994186401367,0.6206523973665562
1129,adam,128,2,sigmoid,MAE,MAE,3.201900005340576,0.6255122641862698
1130,adam,128,2,sigmoid,MAE,MSE,26.534006118774414,0.6210897056436262
1131,adam,128,2,sigmoid,MSE,MeanAbsolutePercentageError,16.071453094482422,0.6468461743415707
1132,adam,128,2,sigmoid,MSE,MAE,3.4707961082458496,0.6341103226958333
1133,adam,128,2,sigmoid,MSE,MSE,24.711475372314453,0.647115741539819
1134,adam,128,2,sigmoid,Huber,MeanAbsolutePercentageError,15.632979393005371,0.6129270479592681
1135,adam,128,2,sigmoid,Huber,MAE,3.240994691848755,0.6219739991980548
1136,adam,128,2,sigmoid,Huber,MSE,26.073057174682617,0.6276721355763313
1137,adam,128,2,sigmoid,LogCosh,MeanAbsolutePercentageError,15.890619277954102,0.6261792526117655
1138,adam,128,2,sigmoid,LogCosh,MAE,3.2161004543304443,0.6213261430948673
1139,adam,128,2,sigmoid,LogCosh,MSE,26.334205627441406,0.6239428954141537
1140,adam,128,3,linear,MAE,MeanAbsolutePercentageError,18.333864212036133,0.5875233423532289
1141,adam,128,3,linear,MAE,MAE,3.217303514480591,0.5992939127178654
1142,adam,128,3,linear,MAE,MSE,26.64459991455078,0.619510388629429
1143,adam,128,3,linear,MSE,MeanAbsolutePercentageError,19.486968994140625,0.5935649711267925
1144,adam,128,3,linear,MSE,MAE,3.3855302333831787,0.6278585788598798
1145,adam,128,3,linear,MSE,MSE,20.91877555847168,0.7012761891921586
1146,adam,128,3,linear,Huber,MeanAbsolutePercentageError,18.256589889526367,0.6013834734160957
1147,adam,128,3,linear,Huber,MAE,3.3462235927581787,0.553387304286104
1148,adam,128,3,linear,Huber,MSE,29.062307357788086,0.5849851416960359
1149,adam,128,3,linear,LogCosh,MeanAbsolutePercentageError,16.390459060668945,0.6212786531699386
1150,adam,128,3,linear,LogCosh,MAE,3.3098552227020264,0.5855320152176146
1151,adam,128,3,linear,LogCosh,MSE,25.047056198120117,0.6423236090389831
1152,adam,128,3,elu,MAE,MeanAbsolutePercentageError,10.989520072937012,0.7870443424676101
1153,adam,128,3,elu,MAE,MAE,2.104715585708618,0.789225683536962
1154,adam,128,3,elu,MAE,MSE,13.470614433288574,0.8076372662762648
1155,adam,128,3,elu,MSE,MeanAbsolutePercentageError,11.661651611328125,0.7990386940037726
1156,adam,128,3,elu,MSE,MAE,2.3533623218536377,0.8062182968628304
1157,adam,128,3,elu,MSE,MSE,14.80296516418457,0.7886110423203216
1158,adam,128,3,elu,Huber,MeanAbsolutePercentageError,10.682465553283691,0.7862837510579064
1159,adam,128,3,elu,Huber,MAE,2.3693201541900635,0.7496923701739915
1160,adam,128,3,elu,Huber,MSE,14.692709922790527,0.790185553939217
1161,adam,128,3,elu,LogCosh,MeanAbsolutePercentageError,10.781227111816406,0.7663354031463426
1162,adam,128,3,elu,LogCosh,MAE,2.2957441806793213,0.772405035554224
1163,adam,128,3,elu,LogCosh,MSE,14.037922859191895,0.7995359980891166
1164,adam,128,3,relu,MAE,MeanAbsolutePercentageError,10.433899879455566,0.8192831751594692
1165,adam,128,3,relu,MAE,MAE,2.2488508224487305,0.8002139974401364
1166,adam,128,3,relu,MAE,MSE,12.507340431213379,0.8213929575700649
1167,adam,128,3,relu,MSE,MeanAbsolutePercentageError,12.883245468139648,0.7987111404023008
1168,adam,128,3,relu,MSE,MAE,2.337385416030884,0.80419431311921
1169,adam,128,3,relu,MSE,MSE,13.124030113220215,0.8125865523455426
1170,adam,128,3,relu,Huber,MeanAbsolutePercentageError,9.621179580688477,0.8298086997537613
1171,adam,128,3,relu,Huber,MAE,2.080434799194336,0.8119274418595214
1172,adam,128,3,relu,Huber,MSE,12.669910430908203,0.8190714117058759
1173,adam,128,3,relu,LogCosh,MeanAbsolutePercentageError,10.29385757446289,0.8081612827214265
1174,adam,128,3,relu,LogCosh,MAE,2.158594846725464,0.8104667471469026
1175,adam,128,3,relu,LogCosh,MSE,12.628954887390137,0.8196562844982049
1176,adam,128,3,tanh,MAE,MeanAbsolutePercentageError,11.88525104522705,0.6649418322809761
1177,adam,128,3,tanh,MAE,MAE,2.895522356033325,0.6762767297735586
1178,adam,128,3,tanh,MAE,MSE,22.56032371520996,0.6778346013159213
1179,adam,128,3,tanh,MSE,MeanAbsolutePercentageError,13.57163143157959,0.7228946730346432
1180,adam,128,3,tanh,MSE,MAE,2.9083034992218018,0.7273672200349328
1181,adam,128,3,tanh,MSE,MSE,19.317171096801758,0.7241474149236049
1182,adam,128,3,tanh,Huber,MeanAbsolutePercentageError,12.065014839172363,0.690189348545506
1183,adam,128,3,tanh,Huber,MAE,2.7077534198760986,0.700474098484747
1184,adam,128,3,tanh,Huber,MSE,21.98758316040039,0.6860134039256948
1185,adam,128,3,tanh,LogCosh,MeanAbsolutePercentageError,12.65942668914795,0.7102518225280678
1186,adam,128,3,tanh,LogCosh,MAE,2.718501091003418,0.67264852024376
1187,adam,128,3,tanh,LogCosh,MSE,22.247695922851562,0.6822989272218365
1188,adam,128,3,sigmoid,MAE,MeanAbsolutePercentageError,14.147204399108887,0.4890556268695804
1189,adam,128,3,sigmoid,MAE,MAE,3.729660987854004,0.5014063345914375
1190,adam,128,3,sigmoid,MAE,MSE,36.807708740234375,0.47437936303914197
1191,adam,128,3,sigmoid,MSE,MeanAbsolutePercentageError,21.19304084777832,0.42385522074116255
1192,adam,128,3,sigmoid,MSE,MAE,4.094025135040283,0.4786102932182009
1193,adam,128,3,sigmoid,MSE,MSE,37.66911697387695,0.46207835769939354
