,optimizer,base_neurons,layers,activation,loss,metric,eval_metric,Метрика R2
49,adam,20,2,sigmoid,MAE,MAE,10.525803565979004,-1.3603070661343724
50,adam,20,2,sigmoid,MAE,MSE,132.99273681640625,-0.8991598188697165
51,adam,20,2,sigmoid,MSE,MeanAbsolutePercentageError,49.28042221069336,-1.2126753483234212
52,adam,20,2,sigmoid,MSE,MAE,10.918498992919922,-1.338932426234806
53,adam,20,2,sigmoid,MSE,MSE,187.7203826904297,-1.6806803169432967
54,adam,20,2,sigmoid,Huber,MeanAbsolutePercentageError,38.576534271240234,-0.9453703530375523
55,adam,20,2,sigmoid,Huber,MAE,10.860788345336914,-1.5070223553934796
56,adam,20,2,sigmoid,Huber,MSE,124.03843688964844,-0.7712909632299321
57,adam,20,2,sigmoid,LogCosh,MeanAbsolutePercentageError,37.05149459838867,-0.8641811534910775
58,adam,20,2,sigmoid,LogCosh,MAE,8.071332931518555,-0.6294061473709125
59,adam,20,2,sigmoid,LogCosh,MSE,148.1935272216797,-1.1162299424789328
60,adam,20,3,linear,MAE,MeanAbsolutePercentageError,18.057300567626953,0.5668405652135318
61,adam,20,3,linear,MAE,MAE,3.246696949005127,0.5775070707624796
62,adam,20,3,linear,MAE,MSE,28.049516677856445,0.5994479513431861
63,adam,20,3,linear,MSE,MeanAbsolutePercentageError,17.337799072265625,0.6646446472731873
64,adam,20,3,linear,MSE,MAE,3.222416877746582,0.648542841240308
65,adam,20,3,linear,MSE,MSE,23.91189193725586,0.6585339177366774
66,adam,20,3,linear,Huber,MeanAbsolutePercentageError,16.687246322631836,0.5916045678255868
67,adam,20,3,linear,Huber,MAE,3.2912683486938477,0.5893009021120102
68,adam,20,3,linear,Huber,MSE,27.914676666259766,0.6013734982912878
69,adam,20,3,linear,LogCosh,MeanAbsolutePercentageError,17.683271408081055,0.5830348097663729
70,adam,20,3,linear,LogCosh,MAE,3.273617744445801,0.5859579449237087
71,adam,20,3,linear,LogCosh,MSE,30.085018157958984,0.5703805858318647
72,adam,20,3,elu,MAE,MeanAbsolutePercentageError,12.233763694763184,0.7862814024353044
73,adam,20,3,elu,MAE,MAE,2.2655880451202393,0.794390630700039
